player_name,opponent,home,minutes,avg_points_last5,avg_rebounds_last5,avg_assists_last5,points,rebounds,assists,opp_avg_points_allowed,opp_avg_rebounds_allowed,opp_avg_assists_allowed
Giannis Antetokounmpo,PHX,0,37.0,33.8,11.0,10.6,31.0,10.0,5.0,13.171052631578947,4.7894736842105265,3.276315789473684
Giannis Antetokounmpo,SAC,0,35.0,32.8,10.0,9.6,32.0,17.0,3.0,13.395604395604396,4.142857142857143,3.197802197802198
Giannis Antetokounmpo,LAL,0,29.0,32.2,10.0,6.2,28.0,7.0,4.0,12.316326530612244,4.520408163265306,2.5510204081632653
Giannis Antetokounmpo,GSW,0,39.0,30.4,10.4,4.8,20.0,9.0,7.0,13.617283950617283,5.098765432098766,2.7777777777777777
Giannis Antetokounmpo,OKC,1,36.0,28.2,10.4,5.2,21.0,12.0,10.0,10.840425531914894,4.202127659574468,2.223404255319149
Giannis Antetokounmpo,IND,1,35.0,26.4,11.0,5.8,34.0,10.0,7.0,14.05813953488372,5.186046511627907,3.2906976744186047
Giannis Antetokounmpo,LAL,1,30.0,27.0,11.0,6.2,24.0,12.0,9.0,12.316326530612244,4.520408163265306,2.5510204081632653
Giannis Antetokounmpo,IND,0,34.0,25.4,10.0,7.4,19.0,17.0,7.0,14.05813953488372,5.186046511627907,3.2906976744186047
Giannis Antetokounmpo,CLE,1,34.0,23.6,12.0,8.0,30.0,9.0,3.0,13.145833333333334,4.78125,2.96875
Giannis Antetokounmpo,ORL,1,35.0,25.6,12.0,7.2,37.0,11.0,4.0,13.755555555555556,5.0,2.688888888888889
Giannis Antetokounmpo,DAL,1,25.0,28.8,11.8,6.0,32.0,15.0,4.0,13.263736263736265,5.0,2.769230769230769
Giannis Antetokounmpo,ATL,0,34.0,28.4,12.8,5.4,26.0,12.0,10.0,15.041666666666666,5.052083333333333,3.0520833333333335
Giannis Antetokounmpo,DAL,0,32.0,28.8,12.8,5.6,29.0,9.0,9.0,13.263736263736265,5.0,2.769230769230769
Giannis Antetokounmpo,DEN,1,33.0,30.8,11.2,6.0,28.0,19.0,7.0,13.158536585365853,4.841463414634147,3.475609756097561
Giannis Antetokounmpo,HOU,0,32.0,30.4,13.2,6.8,27.0,10.0,6.0,12.158536585365853,4.414634146341464,2.475609756097561
Giannis Antetokounmpo,MIA,1,32.0,28.4,13.0,7.2,23.0,16.0,7.0,13.307692307692308,5.461538461538462,3.0549450549450547
Giannis Antetokounmpo,WAS,0,19.0,26.6,13.2,7.8,18.0,6.0,3.0,14.329896907216495,5.402061855670103,3.2061855670103094
Giannis Antetokounmpo,LAC,1,24.0,25.0,12.0,6.4,23.0,8.0,4.0,11.64367816091954,4.425287356321839,2.7126436781609193
Giannis Antetokounmpo,MEM,1,37.0,23.8,11.8,5.4,30.0,11.0,7.0,11.378947368421052,3.873684210526316,3.0842105263157893
Giannis Antetokounmpo,SAS,0,34.0,24.2,10.2,5.4,35.0,14.0,6.0,12.597402597402597,5.142857142857143,3.4025974025974026
Giannis Antetokounmpo,POR,0,36.0,25.8,11.0,5.4,39.0,12.0,5.0,12.975903614457831,4.795180722891566,2.7349397590361444
Giannis Antetokounmpo,UTA,0,37.0,29.0,10.2,5.0,35.0,18.0,7.0,13.781609195402298,4.942528735632184,2.7471264367816093
Giannis Antetokounmpo,LAC,0,35.0,32.4,12.6,5.8,36.0,13.0,1.0,11.64367816091954,4.425287356321839,2.7126436781609193
Giannis Antetokounmpo,MIA,1,32.0,35.0,13.6,5.2,25.0,12.0,4.0,13.307692307692308,5.461538461538462,3.0549450549450547
Giannis Antetokounmpo,PHI,1,36.0,34.0,13.8,4.6,34.0,15.0,6.0,13.16304347826087,4.967391304347826,2.902173913043478
Giannis Antetokounmpo,TOR,1,35.0,33.8,14.0,4.6,35.0,13.0,3.0,13.86046511627907,5.313953488372093,3.2906976744186047
Giannis Antetokounmpo,ORL,1,30.0,33.0,14.2,4.2,26.0,11.0,4.0,13.755555555555556,5.0,2.688888888888889
Giannis Antetokounmpo,SAC,1,37.0,31.2,12.8,3.6,33.0,11.0,13.0,13.395604395604396,4.142857142857143,3.197802197802198
Giannis Antetokounmpo,NYK,0,31.0,30.6,12.4,6.0,24.0,13.0,2.0,11.5,4.583333333333333,2.2142857142857144
Giannis Antetokounmpo,ORL,0,37.0,30.4,12.6,5.6,41.0,14.0,4.0,13.755555555555556,5.0,2.688888888888889
Giannis Antetokounmpo,SAS,1,36.0,31.8,12.4,5.2,25.0,16.0,8.0,12.597402597402597,5.142857142857143,3.4025974025974026
Giannis Antetokounmpo,TOR,0,29.0,29.8,13.0,6.2,11.0,12.0,13.0,13.86046511627907,5.313953488372093,3.2906976744186047
Giannis Antetokounmpo,POR,1,38.0,26.8,13.2,8.0,31.0,11.0,2.0,12.975903614457831,4.795180722891566,2.7349397590361444
Giannis Antetokounmpo,BKN,1,37.0,26.4,13.2,5.8,27.0,13.0,7.0,12.61111111111111,5.144444444444445,2.511111111111111
Giannis Antetokounmpo,IND,0,35.0,27.0,13.2,6.8,30.0,12.0,5.0,14.05813953488372,5.186046511627907,3.2906976744186047
Giannis Antetokounmpo,CLE,0,30.0,24.8,12.8,7.0,33.0,14.0,3.0,13.145833333333334,4.78125,2.96875
Giannis Antetokounmpo,ATL,1,38.0,26.4,12.4,6.0,32.0,14.0,9.0,15.041666666666666,5.052083333333333,3.0520833333333335
Giannis Antetokounmpo,ORL,1,36.0,30.6,12.8,5.2,37.0,7.0,1.0,13.755555555555556,5.0,2.688888888888889
Giannis Antetokounmpo,BKN,0,38.0,31.8,12.0,5.0,34.0,11.0,4.0,12.61111111111111,5.144444444444445,2.511111111111111
Giannis Antetokounmpo,BOS,0,36.0,33.2,11.6,4.4,30.0,11.0,1.0,11.329896907216495,4.494845360824742,2.3195876288659796
Giannis Antetokounmpo,ATL,1,36.0,33.2,11.4,3.6,31.0,11.0,5.0,15.041666666666666,5.052083333333333,3.0520833333333335
Giannis Antetokounmpo,DET,0,28.0,32.8,10.8,4.0,28.0,7.0,8.0,13.333333333333334,4.777777777777778,3.0303030303030303
Giannis Antetokounmpo,WAS,1,38.0,32.0,9.4,3.8,42.0,12.0,11.0,14.329896907216495,5.402061855670103,3.2061855670103094
Giannis Antetokounmpo,CHA,1,31.0,33.0,10.4,5.8,32.0,11.0,6.0,12.072289156626505,4.819277108433735,3.0843373493975905
Giannis Antetokounmpo,IND,1,35.0,32.6,10.4,6.2,37.0,10.0,11.0,14.05813953488372,5.186046511627907,3.2906976744186047
Giannis Antetokounmpo,CHI,1,35.0,34.0,10.2,8.2,41.0,9.0,8.0,14.773809523809524,5.166666666666667,3.3333333333333335
Giannis Antetokounmpo,HOU,1,36.0,36.0,9.8,8.8,20.0,13.0,4.0,12.158536585365853,4.414634146341464,2.475609756097561
Giannis Antetokounmpo,CHA,0,33.0,34.4,11.0,8.0,22.0,15.0,12.0,12.072289156626505,4.819277108433735,3.0843373493975905
Giannis Antetokounmpo,DET,1,44.0,30.4,11.6,8.2,59.0,14.0,7.0,13.333333333333334,4.777777777777778,3.0303030303030303
Giannis Antetokounmpo,TOR,1,33.0,35.8,12.2,8.4,23.0,4.0,7.0,13.86046511627907,5.313953488372093,3.2906976744186047
Giannis Antetokounmpo,BOS,1,39.0,33.0,11.0,7.6,43.0,13.0,5.0,11.329896907216495,4.494845360824742,2.3195876288659796
Giannis Antetokounmpo,NYK,0,32.0,33.4,11.8,7.0,24.0,12.0,2.0,11.5,4.583333333333333,2.2142857142857144
Giannis Antetokounmpo,UTA,1,30.0,34.2,11.6,6.6,31.0,16.0,2.0,13.781609195402298,4.942528735632184,2.7471264367816093
Giannis Antetokounmpo,CLE,1,39.0,36.0,11.8,4.6,34.0,16.0,9.0,13.145833333333334,4.78125,2.96875
Giannis Antetokounmpo,MEM,0,34.0,31.0,12.2,5.0,37.0,11.0,4.0,11.378947368421052,3.873684210526316,3.0842105263157893
Giannis Antetokounmpo,BOS,0,39.0,33.8,13.6,4.4,30.0,10.0,6.0,11.329896907216495,4.494845360824742,2.3195876288659796
Giannis Antetokounmpo,BKN,0,33.0,31.2,13.0,4.6,22.0,12.0,7.0,12.61111111111111,5.144444444444445,2.511111111111111
Giannis Antetokounmpo,CHI,1,35.0,30.8,13.0,5.6,38.0,11.0,5.0,14.773809523809524,5.166666666666667,3.3333333333333335
Giannis Antetokounmpo,PHI,0,31.0,32.2,12.0,6.2,25.0,14.0,7.0,13.16304347826087,4.967391304347826,2.902173913043478
Cole Anthony,SAS,0,19.0,7.2,2.6,2.4,9.0,5.0,4.0,12.597402597402597,5.142857142857143,3.4025974025974026
Cole Anthony,CLE,0,6.0,8.6,3.6,2.6,2.0,1.0,0.0,13.145833333333334,4.78125,2.96875
Cole Anthony,HOU,0,31.0,7.6,3.4,1.8,9.0,4.0,3.0,12.158536585365853,4.414634146341464,2.475609756097561
Cole Anthony,MIL,0,31.0,5.8,2.6,1.8,22.0,4.0,9.0,13.353535353535353,4.848484848484849,2.808080808080808
Cole Anthony,CHI,1,24.0,10.0,3.0,3.2,20.0,4.0,3.0,14.773809523809524,5.166666666666667,3.3333333333333335
Cole Anthony,TOR,1,23.0,12.4,3.6,3.8,7.0,1.0,1.0,13.86046511627907,5.313953488372093,3.2906976744186047
Cole Anthony,GSW,1,26.0,12.0,2.8,3.2,11.0,7.0,4.0,13.617283950617283,5.098765432098766,2.7777777777777777
Cole Anthony,CLE,1,21.0,13.8,4.0,4.0,6.0,5.0,4.0,13.145833333333334,4.78125,2.96875
Cole Anthony,WAS,1,21.0,13.2,4.2,4.2,5.0,1.0,1.0,14.329896907216495,5.402061855670103,3.2061855670103094
Cole Anthony,MEM,1,34.0,9.8,3.6,2.6,17.0,9.0,7.0,11.378947368421052,3.873684210526316,3.0842105263157893
Cole Anthony,ATL,0,32.0,9.2,4.6,3.4,17.0,5.0,3.0,15.041666666666666,5.052083333333333,3.0520833333333335
Cole Anthony,CHA,1,22.0,11.2,5.4,3.8,13.0,6.0,1.0,12.072289156626505,4.819277108433735,3.0843373493975905
Cole Anthony,ATL,1,18.0,11.6,5.2,3.2,7.0,1.0,4.0,15.041666666666666,5.052083333333333,3.0520833333333335
Cole Anthony,SAS,1,21.0,11.8,4.4,3.2,13.0,0.0,2.0,12.597402597402597,5.142857142857143,3.4025974025974026
Cole Anthony,DEN,0,22.0,13.4,4.2,3.4,5.0,2.0,3.0,13.158536585365853,4.841463414634147,3.475609756097561
Cole Anthony,SAC,0,23.0,11.0,2.8,2.6,14.0,2.0,3.0,13.395604395604396,4.142857142857143,3.197802197802198
Cole Anthony,GSW,0,28.0,10.4,2.2,2.6,26.0,5.0,3.0,13.617283950617283,5.098765432098766,2.7777777777777777
Cole Anthony,UTA,0,27.0,13.0,2.0,3.0,23.0,7.0,4.0,13.781609195402298,4.942528735632184,2.7471264367816093
Cole Anthony,POR,0,24.0,16.2,3.2,3.0,16.0,1.0,2.0,12.975903614457831,4.795180722891566,2.7349397590361444
Cole Anthony,MIA,0,18.0,16.8,3.4,3.0,0.0,2.0,7.0,13.307692307692308,5.461538461538462,3.0549450549450547
Cole Anthony,DET,1,19.0,15.8,3.4,3.8,7.0,3.0,0.0,13.333333333333334,4.777777777777778,3.0303030303030303
Cole Anthony,DEN,1,29.0,14.4,3.6,3.2,9.0,6.0,5.0,13.158536585365853,4.841463414634147,3.475609756097561
Cole Anthony,BOS,0,31.0,11.0,3.8,3.6,23.0,7.0,0.0,11.329896907216495,4.494845360824742,2.3195876288659796
Cole Anthony,MIL,0,27.0,11.0,3.8,2.8,11.0,4.0,9.0,13.353535353535353,4.848484848484849,2.808080808080808
Cole Anthony,PHI,1,38.0,10.0,4.4,4.2,27.0,3.0,4.0,13.16304347826087,4.967391304347826,2.902173913043478
Cole Anthony,MIL,1,35.0,15.4,4.6,3.6,18.0,7.0,2.0,13.353535353535353,4.848484848484849,2.808080808080808
Cole Anthony,MIN,1,27.0,17.6,5.4,4.0,12.0,3.0,5.0,12.438202247191011,4.191011235955056,2.4157303370786516
Cole Anthony,NYK,0,37.0,18.2,4.8,4.0,24.0,7.0,4.0,11.5,4.583333333333333,2.2142857142857144
Cole Anthony,UTA,1,28.0,18.4,4.8,4.8,12.0,4.0,0.0,13.781609195402298,4.942528735632184,2.7471264367816093
Cole Anthony,TOR,0,34.0,18.6,4.8,3.0,9.0,4.0,11.0,13.86046511627907,5.313953488372093,3.2906976744186047
Cole Anthony,DET,0,13.0,15.0,5.0,4.4,8.0,2.0,1.0,13.333333333333334,4.777777777777778,3.0303030303030303
Cole Anthony,BKN,1,17.0,13.0,4.0,4.2,10.0,3.0,3.0,12.61111111111111,5.144444444444445,2.511111111111111
Cole Anthony,NYK,1,6.0,12.6,4.0,3.8,5.0,1.0,0.0,11.5,4.583333333333333,2.2142857142857144
Cole Anthony,MIA,1,12.0,8.8,2.8,3.0,0.0,3.0,2.0,13.307692307692308,5.461538461538462,3.0549450549450547
Cole Anthony,BOS,1,17.0,6.4,2.6,3.4,10.0,2.0,5.0,11.329896907216495,4.494845360824742,2.3195876288659796
Cole Anthony,MIA,1,28.0,6.6,2.2,2.2,35.0,8.0,9.0,13.307692307692308,5.461538461538462,3.0549450549450547
Cole Anthony,OKC,1,13.0,12.0,3.4,3.8,3.0,3.0,2.0,10.840425531914894,4.202127659574468,2.223404255319149
Cole Anthony,NYK,1,9.0,10.6,3.4,3.6,4.0,2.0,5.0,11.5,4.583333333333333,2.2142857142857144
Cole Anthony,MIL,0,15.0,10.4,3.6,4.6,4.0,0.0,2.0,13.353535353535353,4.848484848484849,2.808080808080808
Cole Anthony,PHX,1,29.0,11.2,3.0,4.6,14.0,2.0,3.0,13.171052631578947,4.7894736842105265,3.276315789473684
Cole Anthony,PHI,0,14.0,12.0,3.0,4.2,6.0,1.0,4.0,13.16304347826087,4.967391304347826,2.902173913043478
Cole Anthony,NYK,0,13.0,6.2,1.6,3.2,10.0,3.0,3.0,11.5,4.583333333333333,2.2142857142857144
Cole Anthony,BKN,0,5.0,7.6,1.6,3.4,3.0,2.0,1.0,12.61111111111111,5.144444444444445,2.511111111111111
Cole Anthony,BKN,0,3.0,7.4,1.6,2.6,3.0,0.0,1.0,12.61111111111111,5.144444444444445,2.511111111111111
Cole Anthony,CHI,1,11.0,7.2,1.6,2.4,9.0,1.0,1.0,14.773809523809524,5.166666666666667,3.3333333333333335
Cole Anthony,CHA,0,27.0,6.2,1.4,2.0,16.0,8.0,4.0,12.072289156626505,4.819277108433735,3.0843373493975905
Cole Anthony,DET,1,10.0,8.2,2.8,2.0,4.0,2.0,1.0,13.333333333333334,4.777777777777778,3.0303030303030303
Cole Anthony,LAL,0,4.0,7.0,2.6,1.6,2.0,0.0,0.0,12.316326530612244,4.520408163265306,2.5510204081632653
Cole Anthony,LAC,0,3.0,6.8,2.2,1.4,3.0,0.0,1.0,11.64367816091954,4.425287356321839,2.7126436781609193
Cole Anthony,PHX,0,3.0,6.8,2.2,1.4,0.0,0.0,1.0,13.171052631578947,4.7894736842105265,3.276315789473684
Cole Anthony,PHI,1,4.0,5.0,2.0,1.4,0.0,0.0,0.0,13.16304347826087,4.967391304347826,2.902173913043478
Cole Anthony,IND,1,5.0,1.8,0.4,0.6,2.0,2.0,1.0,14.05813953488372,5.186046511627907,3.2906976744186047
Cole Anthony,CHA,1,10.0,1.4,0.4,0.6,6.0,3.0,2.0,12.072289156626505,4.819277108433735,3.0843373493975905
Cole Anthony,WAS,1,15.0,2.2,1.0,1.0,16.0,2.0,0.0,14.329896907216495,5.402061855670103,3.2061855670103094
Cole Anthony,NOP,1,12.0,4.8,1.4,0.8,8.0,6.0,2.0,13.10752688172043,5.21505376344086,3.118279569892473
Cole Anthony,OKC,0,3.0,6.4,2.6,1.0,0.0,2.0,1.0,10.840425531914894,4.202127659574468,2.223404255319149
Cole Anthony,DAL,0,14.0,6.4,3.0,1.2,9.0,3.0,3.0,13.263736263736265,5.0,2.769230769230769
Cole Anthony,CLE,0,8.0,7.8,3.2,1.6,2.0,1.0,2.0,13.145833333333334,4.78125,2.96875
Cole Anthony,IND,1,11.0,7.0,2.8,1.6,0.0,5.0,1.0,14.05813953488372,5.186046511627907,3.2906976744186047
Cole Anthony,MEM,0,8.0,3.8,3.4,1.8,4.0,0.0,2.0,11.378947368421052,3.873684210526316,3.0842105263157893
Cole Anthony,BKN,1,20.0,3.0,2.2,1.8,4.0,1.0,2.0,12.61111111111111,5.144444444444445,2.511111111111111
Cole Anthony,MIA,0,17.0,3.8,2.0,2.0,0.0,3.0,6.0,13.307692307692308,5.461538461538462,3.0549450549450547
OG Anunoby,PHI,1,33.0,21.4,5.6,3.6,27.0,5.0,0.0,13.16304347826087,4.967391304347826,2.902173913043478
OG Anunoby,POR,1,37.0,23.8,5.8,2.8,28.0,7.0,2.0,12.975903614457831,4.795180722891566,2.7349397590361444
OG Anunoby,MIL,0,36.0,26.8,5.6,3.0,31.0,2.0,2.0,13.353535353535353,4.848484848484849,2.808080808080808
OG Anunoby,LAC,1,37.0,26.6,4.8,2.8,28.0,5.0,3.0,11.64367816091954,4.425287356321839,2.7126436781609193
OG Anunoby,DAL,1,38.0,27.4,5.0,2.6,35.0,5.0,1.0,13.263736263736265,5.0,2.769230769230769
OG Anunoby,WAS,1,31.0,29.8,4.8,1.6,23.0,2.0,3.0,14.329896907216495,5.402061855670103,3.2061855670103094
OG Anunoby,CHA,0,38.0,29.0,4.2,2.2,25.0,6.0,2.0,12.072289156626505,4.819277108433735,3.0843373493975905
OG Anunoby,SAS,0,37.0,28.4,4.0,2.2,14.0,5.0,1.0,12.597402597402597,5.142857142857143,3.4025974025974026
OG Anunoby,MIA,1,32.0,25.0,4.6,2.0,9.0,1.0,2.0,13.307692307692308,5.461538461538462,3.0549450549450547
OG Anunoby,GSW,0,38.0,21.2,3.8,1.8,23.0,9.0,2.0,13.617283950617283,5.098765432098766,2.7777777777777777
OG Anunoby,POR,0,43.0,18.8,4.6,2.0,23.0,7.0,3.0,12.975903614457831,4.795180722891566,2.7349397590361444
OG Anunoby,SAC,0,37.0,18.8,5.6,2.0,24.0,7.0,8.0,13.395604395604396,4.142857142857143,3.197802197802198
OG Anunoby,LAC,0,37.0,18.6,5.8,3.2,11.0,8.0,1.0,11.64367816091954,4.425287356321839,2.7126436781609193
OG Anunoby,LAL,0,44.0,18.0,6.4,3.2,20.0,4.0,1.0,12.316326530612244,4.520408163265306,2.5510204081632653
OG Anunoby,GSW,1,42.0,20.2,7.0,3.0,29.0,3.0,3.0,13.617283950617283,5.098765432098766,2.7777777777777777
OG Anunoby,MIA,0,43.0,21.4,5.8,3.2,23.0,9.0,5.0,13.307692307692308,5.461538461538462,3.0549450549450547
OG Anunoby,MEM,0,38.0,21.4,6.2,3.6,19.0,3.0,3.0,11.378947368421052,3.873684210526316,3.0842105263157893
OG Anunoby,PHI,1,42.0,20.4,5.4,2.6,16.0,9.0,3.0,13.16304347826087,4.967391304347826,2.902173913043478
OG Anunoby,BOS,0,35.0,21.4,5.6,3.0,10.0,2.0,2.0,11.329896907216495,4.494845360824742,2.3195876288659796
OG Anunoby,CLE,0,27.0,19.4,5.2,3.2,5.0,0.0,0.0,13.145833333333334,4.78125,2.96875
OG Anunoby,LAL,1,17.0,14.6,4.6,2.6,13.0,1.0,1.0,12.316326530612244,4.520408163265306,2.5510204081632653
OG Anunoby,DEN,1,39.0,12.6,3.0,1.8,23.0,4.0,1.0,13.158536585365853,4.841463414634147,3.475609756097561
OG Anunoby,MEM,1,34.0,13.4,3.2,1.4,15.0,5.0,4.0,11.378947368421052,3.873684210526316,3.0842105263157893
OG Anunoby,SAC,1,35.0,13.2,2.4,1.6,33.0,3.0,4.0,13.395604395604396,4.142857142857143,3.197802197802198
OG Anunoby,BKN,0,37.0,17.8,2.6,2.0,20.0,4.0,3.0,12.61111111111111,5.144444444444445,2.511111111111111
OG Anunoby,ATL,1,41.0,20.8,3.4,2.6,8.0,9.0,2.0,15.041666666666666,5.052083333333333,3.0520833333333335
OG Anunoby,MIN,1,38.0,19.8,5.0,2.8,18.0,10.0,3.0,12.438202247191011,4.191011235955056,2.4157303370786516
OG Anunoby,PHI,0,45.0,18.8,6.2,3.2,17.0,4.0,4.0,13.16304347826087,4.967391304347826,2.902173913043478
OG Anunoby,DET,1,39.0,19.2,6.0,3.2,10.0,3.0,1.0,13.333333333333334,4.777777777777778,3.0303030303030303
OG Anunoby,MIL,1,31.0,14.6,6.0,2.6,11.0,1.0,2.0,13.353535353535353,4.848484848484849,2.808080808080808
OG Anunoby,OKC,1,36.0,12.8,5.4,2.4,4.0,3.0,2.0,10.840425531914894,4.202127659574468,2.223404255319149
OG Anunoby,TOR,1,38.0,12.0,4.2,2.4,27.0,2.0,0.0,13.86046511627907,5.313953488372093,3.2906976744186047
OG Anunoby,ORL,1,35.0,13.8,2.6,1.8,9.0,4.0,3.0,13.755555555555556,5.0,2.688888888888889
OG Anunoby,CHI,0,32.0,12.2,2.6,1.6,12.0,5.0,0.0,14.773809523809524,5.166666666666667,3.3333333333333335
OG Anunoby,OKC,0,43.0,12.6,3.0,1.4,20.0,2.0,3.0,10.840425531914894,4.202127659574468,2.223404255319149
OG Anunoby,UTA,1,41.0,14.4,3.2,1.6,22.0,3.0,2.0,13.781609195402298,4.942528735632184,2.7471264367816093
OG Anunoby,WAS,0,34.0,18.0,3.2,1.6,18.0,8.0,1.0,14.329896907216495,5.402061855670103,3.2061855670103094
OG Anunoby,WAS,0,42.0,16.2,4.4,1.8,9.0,4.0,0.0,14.329896907216495,5.402061855670103,3.2061855670103094
OG Anunoby,ORL,0,28.0,16.2,4.4,1.2,8.0,5.0,0.0,13.755555555555556,5.0,2.688888888888889
OG Anunoby,SAS,1,36.0,15.4,4.4,1.2,8.0,5.0,1.0,12.597402597402597,5.142857142857143,3.4025974025974026
OG Anunoby,TOR,1,34.0,13.0,5.0,0.8,31.0,7.0,4.0,13.86046511627907,5.313953488372093,3.2906976744186047
OG Anunoby,NOP,0,37.0,14.8,5.8,1.2,16.0,5.0,3.0,13.10752688172043,5.21505376344086,3.118279569892473
OG Anunoby,MIN,0,30.0,14.4,5.2,1.6,9.0,3.0,4.0,12.438202247191011,4.191011235955056,2.4157303370786516
OG Anunoby,ORL,0,37.0,14.4,5.0,2.4,7.0,5.0,1.0,13.755555555555556,5.0,2.688888888888889
OG Anunoby,ATL,1,39.0,14.2,5.0,2.6,13.0,6.0,1.0,15.041666666666666,5.052083333333333,3.0520833333333335
OG Anunoby,TOR,0,41.0,15.2,5.2,2.6,14.0,4.0,3.0,13.86046511627907,5.313953488372093,3.2906976744186047
OG Anunoby,DET,1,39.0,11.8,4.6,2.4,17.0,4.0,2.0,13.333333333333334,4.777777777777778,3.0303030303030303
OG Anunoby,CHA,1,40.0,12.0,4.4,2.2,25.0,6.0,2.0,12.072289156626505,4.819277108433735,3.0843373493975905
OG Anunoby,ORL,1,32.0,15.2,5.0,1.8,18.0,2.0,2.0,13.755555555555556,5.0,2.688888888888889
OG Anunoby,NOP,1,31.0,17.4,4.4,2.0,7.0,4.0,2.0,13.10752688172043,5.21505376344086,3.118279569892473
OG Anunoby,CHA,0,40.0,16.2,4.0,2.2,8.0,4.0,0.0,12.072289156626505,4.819277108433735,3.0843373493975905
OG Anunoby,DAL,0,40.0,15.0,4.0,1.6,8.0,5.0,2.0,13.263736263736265,5.0,2.769230769230769
OG Anunoby,DEN,0,38.0,13.2,4.2,1.6,40.0,5.0,4.0,13.158536585365853,4.841463414634147,3.475609756097561
OG Anunoby,UTA,0,36.0,16.2,4.0,2.0,27.0,3.0,0.0,13.781609195402298,4.942528735632184,2.7471264367816093
OG Anunoby,PHX,0,35.0,18.0,4.2,1.6,14.0,7.0,1.0,13.171052631578947,4.7894736842105265,3.276315789473684
OG Anunoby,WAS,1,30.0,19.4,4.8,1.4,16.0,5.0,2.0,14.329896907216495,5.402061855670103,3.2061855670103094
OG Anunoby,BKN,1,40.0,21.0,5.0,1.8,24.0,8.0,0.0,12.61111111111111,5.144444444444445,2.511111111111111
OG Anunoby,BKN,1,39.0,24.2,5.6,1.4,25.0,8.0,1.0,12.61111111111111,5.144444444444445,2.511111111111111
OG Anunoby,CHI,1,36.0,21.2,6.2,0.8,14.0,9.0,2.0,14.773809523809524,5.166666666666667,3.3333333333333335
OG Anunoby,PHI,0,41.0,18.6,7.4,1.2,24.0,6.0,2.0,13.16304347826087,4.967391304347826,2.902173913043478
OG Anunoby,IND,0,36.0,20.6,7.2,1.4,25.0,4.0,2.0,14.05813953488372,5.186046511627907,3.2906976744186047
OG Anunoby,MIL,1,32.0,22.4,7.0,1.4,14.0,6.0,5.0,13.353535353535353,4.848484848484849,2.808080808080808
OG Anunoby,ATL,0,41.0,20.4,6.6,2.4,15.0,6.0,3.0,15.041666666666666,5.052083333333333,3.0520833333333335
OG Anunoby,HOU,0,40.0,18.4,6.2,2.8,21.0,6.0,2.0,12.158536585365853,4.414634146341464,2.475609756097561
OG Anunoby,DET,0,33.0,19.8,5.6,2.8,21.0,4.0,6.0,13.333333333333334,4.777777777777778,3.0303030303030303
OG Anunoby,MIA,0,37.0,19.2,5.2,3.6,11.0,3.0,0.0,13.307692307692308,5.461538461538462,3.0549450549450547
OG Anunoby,CLE,1,37.0,16.4,5.0,3.2,15.0,2.0,2.0,13.145833333333334,4.78125,2.96875
OG Anunoby,IND,1,34.0,16.6,4.2,2.6,14.0,4.0,1.0,14.05813953488372,5.186046511627907,3.2906976744186047
OG Anunoby,BOS,0,34.0,16.4,3.8,2.2,4.0,5.0,3.0,11.329896907216495,4.494845360824742,2.3195876288659796
Deni Avdija,CLE,1,38.0,30.4,11.4,5.6,17.0,10.0,6.0,13.145833333333334,4.78125,2.96875
Deni Avdija,BOS,1,39.0,26.4,11.2,5.8,17.0,11.0,4.0,11.329896907216495,4.494845360824742,2.3195876288659796
Deni Avdija,DEN,1,38.0,24.6,10.4,5.4,36.0,8.0,7.0,13.158536585365853,4.841463414634147,3.475609756097561
Deni Avdija,MEM,1,39.0,25.4,9.0,4.8,31.0,16.0,8.0,11.378947368421052,3.873684210526316,3.0842105263157893
Deni Avdija,WAS,1,27.0,25.0,10.8,5.6,15.0,6.0,2.0,14.329896907216495,5.402061855670103,3.2061855670103094
Deni Avdija,TOR,1,34.0,23.2,10.2,5.4,19.0,6.0,6.0,13.86046511627907,5.313953488372093,3.2906976744186047
Deni Avdija,NYK,1,41.0,23.6,9.4,5.4,27.0,15.0,5.0,11.5,4.583333333333333,2.2142857142857144
Deni Avdija,GSW,0,41.0,25.6,10.2,5.6,34.0,16.0,6.0,13.617283950617283,5.098765432098766,2.7777777777777777
Deni Avdija,BOS,0,23.0,25.2,11.8,5.4,12.0,6.0,2.0,11.329896907216495,4.494845360824742,2.3195876288659796
Deni Avdija,PHI,0,33.0,21.4,9.8,4.2,9.0,6.0,4.0,13.16304347826087,4.967391304347826,2.902173913043478
Deni Avdija,CLE,0,42.0,20.2,9.8,4.6,30.0,12.0,10.0,13.145833333333334,4.78125,2.96875
Deni Avdija,WAS,0,6.0,22.4,11.0,5.4,5.0,2.0,1.0,14.329896907216495,5.402061855670103,3.2061855670103094
Deni Avdija,UTA,0,36.0,18.0,8.4,4.6,18.0,14.0,5.0,13.781609195402298,4.942528735632184,2.7471264367816093
Deni Avdija,CHA,1,23.0,14.8,8.0,4.4,15.0,4.0,4.0,12.072289156626505,4.819277108433735,3.0843373493975905
Deni Avdija,LAL,1,34.0,15.4,7.6,4.8,28.0,4.0,5.0,12.316326530612244,4.520408163265306,2.5510204081632653
Deni Avdija,DEN,0,28.0,19.2,7.2,5.0,14.0,5.0,1.0,13.158536585365853,4.841463414634147,3.475609756097561
