feature,coefficient
home,0.7283012524038357
opp_avg_points_allowed,0.6861015710327809
opp_avg_rebounds_allowed,-0.5723904480673141
avg_assists_last5,0.5261731370219718
opp_avg_assists_allowed,-0.44530234233002275
minutes,0.4219508025747254
avg_points_last5,0.35445749219718764
avg_rebounds_last5,0.020734644674489936
